id,question_id,content
123,123,"* Strings consists of lowercase English letters only and the length of both strings s and p will not be larger than 20,100.
 * The order of output does not matter.
 * Example 1:
 * Input:
  s: ""cbaebabacd"" p: ""abc""
 * Output:
  [0, 6]
 * Explanation:
  The substring with start index = 0 is ""cba"", which is an anagram of ""abc"".
  The substring with start index = 6 is ""bac"", which is an anagram of ""abc"".
 *Example 2:
 * Input:
  s: ""abab"" p: ""ab""
 * Output:
  [0, 1, 2]
 * Explanation:
 * The substring with start index = 0 is ""ab"", which is an anagram of ""ab"".
 * The substring with start index = 1 is ""ba"", which is an anagram of ""ab"".
 * The substring with start index = 2 is ""ab"", which is an anagram of ""ab"".
  ******************************************************************************************************/
  class Solution {
 public:
  vector<int> findAnagrams(string s, string p) {
  vector<int>result;
  vector<int>v1(26);
  if(s.size()<p.size()){
  return result;
  }
  for(int i=0;i<p.size();i++){
  v1[p[i]-97]++;
  }
  for(int i=0;i<=(s.size()-p.size());i++){
  vector<int>v2(26);
  for(int index=i;index<(i+p.size());index++){
  v2[s[index]-97]++;
  }
  if(v1==v2){
  result.push_back(i);
  } 
  }
  return result;
  }
 };"
124,124,"class MKAverage {
 private:
  vector<int> ringBuf;
  int pos;
  multiset<int> left, mid, right;
  long sum;
  long maxmin;
  int m;
  int k;
 private:
  template <class T>
  void print(T& v) {
  for(auto it : v){
  cout << it << ""+"";
  }
  cout <<endl;
  }
  int takeMax(multiset<int>& s) {
  auto it = --s.end();
  int n = *it;
  s.erase(it);
  return n;
  }
  int takeMin(multiset<int>& s) {
  auto it = s.begin();
  int n = *it;
  s.erase(it);
  return n;
  }
 public:
  MKAverage(int _m, int _k): ring(_m, 0), m(_m), k(_k), sum(0), pos(0), maxmin(0) {
  }
  void ins(int n) {
  left.insert(n);
  maxmin += n;
  if (left.size() > k ) {
  int n = takeMax(left);
  right.insert(n);
  if (right.size() > k) {
  int n = takeMin(right);
  maxmin -= n;
  mid.insert(n);
  }
  }
  }
  void del(int n) {
  if (n <= *(left.rbegin())) {
  left.erase(left.find(n));
  int n1 = takeMin(mid);
  left.insert(n1);
  maxmin += (n1 - n);
  }else if (n >= *(right.begin())) {
  right.erase(right.find(n));
  int n1 = takeMax(mid);
  right.insert(n1);
  maxmin += (n1 - n);
  }else {
  mid.erase(mid.find(n));
  } 
  }
  void addElement(int num) {
  pos++; 
  if (pos > m) {
  int n = ringBuf[pos % m];
  sum -= n;
  del(n);
  //cout << ""DEL: n="" << n << "", sum="" << sum << "", maxmin="" << maxmin << endl;
  //print(left); print(mid);print(right);
  } 
  ringBuf[pos % m] = num ;
  sum += num;
  ins(num);
  //cout << ""INS: n="" << num << "", sum="" << sum << "", maxmin="" << maxmin << endl;
  //print(left); print(mid);print(right);
  }
  int calculateMKAverage() {
  if (pos < m) return -1;
  //cout << ""CAL: sum="" << sum << "", maxmin="" << maxmin << "", delta="" << sum - maxmin<< endl;
  return (sum - maxmin) / (m-2*k);
  }
 };
 /**
  * Your MKAverage object will be instantiated and called as such:
  * MKAverage* obj = new MKAverage(m, k);
  * obj->addElement(num);
  * int param_2 = obj->calculateMKAverage();
  */
 //TLE solution - using only one array and Binary Search.
 class MKAverage1 {
 private:
  vector<int> ring;
  int pos;
  vector<int> sort;
  long sum;
  long maxmin;
  int m;
  int k;
 private:
  template <class T>
  void print(T& v) {
  for(auto it : v){
  cout << it << ""+"";
  }
  cout <<endl;
  }
 public:
  MKAverage1(int _m, int _k): ring(_m,0), m(_m), k(_k), sum(0), pos(0), maxmin(0) {
  }
  void ins(int n) {
  int low = 0, high = sort.size()-1;
  int mid;
  if (high < 0 || n >= sort[high]) {
  sort.push_back(n); 
  return;
  }
  while(low <= high){
  mid = low + (high-low)/2;
  if (sort[mid] <= n ) low = mid + 1;
  else high = mid - 1;
  }
  auto it = sort.begin() + low;
  sort.insert(it, n);
  }
  void del(int n) {
  int len = sort.size();
  int low = 0, high = len -1;
  int mid;
  while(low <= high){
  mid = low + (high-low)/2;
  if (sort[mid] == n) break;
  if (sort[mid] < n ) low = mid + 1;
  else high = mid - 1;
  }
  if (low > high) return;
  auto it = sort.begin() + mid;
  sort.erase(it);
  }
  void addElement(int num) {
  pos++;
  if (pos > m) {
  int n = ring[pos % m];
  sum -= n;
  int len = sort.size();
  if (n <= sort[k-1] ) maxmin += (sort[k]-n);
  else if (n >= sort[len-k]) maxmin += (sort[len-k-1] - n);
  del(n);
  //cout << ""DEL: n="" << n << "", sum="" << sum << "", maxmin="" << maxmin << endl;
  //print(sort);
  } 
  ring[pos % m] = num;
  sum += num;
  if (sort.size() < 2*k ) {
  maxmin += num;
  } else {
  int len = sort.size();
  if (num <= sort[k-1]) maxmin += (num - sort[k-1]);
  else if (num >= sort[len-k]) maxmin += (num -sort[len-k]);
  }
  ins(num);
  //cout << ""INS: n="" << num << "", sum="" << sum << "", maxmin="" << maxmin << endl;
  //print(sort);
  }
  int calculateMKAverage() {
  if ( pos < m) return -1;
  //cout << ""CAL: sum="" << sum << "", maxmin="" << maxmin << "", delta="" << sum - maxmin<< endl;
  return (sum - maxmin) / (m-2*k);
  }
 };
 /**
  * Your MKAverage object will be instantiated and called as such:
  * MKAverage* obj = new MKAverage(m, k);
  * obj->addElement(num);
  * int param_2 = obj->calculateMKAverage();
  */"
125,125,"class Solution {
 public:
  vector<int> findingUsersActiveMinutes(vector<vector<int>>& logs, int k) {
  vector<int> result(k, 0);
  unordered_map<int, set<int>> uam;
  for (auto& log : logs) {
  uam[log[0]].insert(log[1]);
  }
  for (auto& [id, t] : uam) {
  if (t.size() <= k) {
  result[t.size()-1]++;
  }
  }
  return result;
  }
 };"
126,126,"class Solution {
 private:
  void print(vector<vector<int>>& m) {
  int row = m.size();
  int col = m[0].size();
  for (int i=0; i<row; i++) {
  for(int j=0; j<col-1; j++) {
  cout << setw(3) << m[i][j] << "","";
  }
  cout << setw(3) << m[i][col-1] << endl;
  }
  cout << endl;
  }
 public:
  int kthLargestValue(vector<vector<int>>& matrix, int k) {
  int row = matrix.size();
  int col = matrix[0].size();
  vector<vector<int>> xmatrix(row, vector<int>(col, 0));
  priority_queue<int> minHeap;
  xmatrix[0][0] = matrix[0][0];
  minHeap.push(xmatrix[0][0]);
  for (int i=1; i<row; i++) {
  xmatrix[i][0] = xmatrix[i-1][0] ^ matrix[i][0];
  minHeap.push(xmatrix[i][0]);
  }
  for (int i=1; i<col; i++) {
  xmatrix[0][i] = xmatrix[0][i-1] ^ matrix[0][i];
  minHeap.push(xmatrix[0][i]);
  }
  for (int i=1; i<row; i++) {
  for(int j=1; j<col; j++) {
  xmatrix[i][j] = matrix[i][j] ^ 
  xmatrix[i-1][j] ^ xmatrix[i][j-1] ^ xmatrix[i-1][j-1];
  minHeap.push(xmatrix[i][j]);
  }
  }
  //print(matrix);
  //print(xmatrix);
  while( k-- > 1) {
  minHeap.pop();
  }
  return minHeap.top();
  }
 };"
127,127,"class MedianFinder {
 private:
  //we seprate the sorted array to two parts
  multiset<int> first, second;
 public:
  // Adds a number into the data structure.
  void addNum(int num) {
  if (first.empty() || num <= *(first.rbegin()) ) {
  first.insert(num);
  } else {
  second.insert(num);
  }
  if (first.size() > second.size() + 1) {
  auto it = first.end();
  it--;
  second.insert(*(it));
  first.erase(it);
  }
  if ( first.size() < second.size() ) {
  first.insert(*(second.begin()));
  second.erase(second.begin());
  }
  }
  // Returns the median of current data stream
  double findMedian() {
  if (first.size()> second.size()) {
  return *(first.rbegin());
  }
  double x = *first.rbegin();
  double y = *second.begin();
  return (x+y)/2;
  }
 };
 // Your MedianFinder object will be instantiated and called as such:
 // MedianFinder mf;
 // mf.addNum(1);
 // mf.findMedian();"
128,128,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 #include <iostream>
 #include <vector>
 using namespace std;
 /* 
  * Obveriously, to search any sorted array, the binary search is the common sense.
  * 
  * To solve this problem, the idea is same as the search in rotated sorted array.
  */
 int findMin(vector<int> &num) {
  int low=0, high=num.size()-1;
  while(high-low>1){
  int mid = low + (high-low)/2;
  // Chek the array if it is non-rotated, then just return the first element.
  if (num[low] < num[mid] && num[mid] < num[high]){
  return num[low];
  }
  // The array is rotated
  // Split it into two part, the minimal value must be the rotated part
  // if the left part is rotated, warch the left part
  if (num[low] > num [mid]){
  high = mid;
  continue;
  }
  // if the right part is rotated, search the right part.
  if (num[mid] > num[high]){
  low = mid;
  continue;
  }
  }
  // the array only has 1 element
  if (high == low) return num[low];
  // the array has 2 elements
  return num[low] < num[high] ? num[low] : num[high];
 }
 void rotate_array(int a[], int n, int pos){
  int i, from=0;
  pos = pos % n;
  if (n<=0) return;
  int tmp = a[0];
  for(int i=0, step=0; step<n && i<pos; step++){
  int to;
  if (from-pos < 0) {
  to = n-pos+from; 
  }else{
  to = from-pos;
  }
  int t ;
  t = a[to];
  a[to] = tmp; 
  tmp = t;
  from = to;
  if ( to == i ){
  i++;
  from++;
  tmp = a[from];
  }
  }
 }
 void printArray(int A[], int n) {
  printf(""{"");
  for(int i=0; i<n; i++) {
  printf(""%d, "", A[i]);
  }
  printf(""}\n"");
 }
 int main(int argc, char** argv)
 {
  int cnt=20;
  if (argc>1) {
  cnt = atoi(argv[1]);
  }
  srand(time(NULL)); 
  int expectedMin, actualMin;
  int *a = new int[cnt];
  for(int n=0; n<=cnt; n++) {
  printf(""--------------------------------------\n"");
  for(int i=0; i<cnt; i++){
  a[i]=i;
  }
  expectedMin = a[0];
  //printArray(a, cnt);
  int rotate_pos = random() % cnt;
  //rotate_pos=2;
  printf(""rotate=%d\n"", rotate_pos);
  rotate_array(a, cnt, rotate_pos);
  printArray(a, cnt);
  vector<int> num(a, a+cnt);
  actualMin = findMin(num);
  cout << ""findMin = "" << actualMin << "" "" << (expectedMin==actualMin ? ""passed"" : ""failed"") << endl;
  }
  delete[] a;
  return 0;
 }"
129,129,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 #include <iostream>
 #include <vector>
 #include <algorithm>
 using namespace std;
 /*
  * Need be very careful for the following cases:
  *
  * [3, 3, 3, 3, 3]
  * 
  * [3, 3, 3, 1, 3]
  *
  */
 int findMin(vector<int> &num) {
  int low=0, high=num.size()-1;
  while(high-low>1){
  //skip the same element, this would cause the O(n) run-time complexity. 
  while (high - low > 1 && num[low] == num[high]){
  low++;
  }
  //binary search
  int mid = low + (high-low)/2;
  //If the array is not rotated then return num[low]
  //Notes: checking the equal situation
  if (num[low] <= num[mid] && num[mid] <= num[high]){
  return num[low];
  }
  //move the high pointer to the middle, if sub-array from low to mid is rotated.
  if (num[low] > num [mid]){
  high = mid;
  continue;
  }
  // move the low pointer to the middle, if sub-array from mid to high is rotated.
  if (num[mid] > num[high]){
  low = mid;
  continue;
  }
  }
  // checking the edge case 
  if (high == low) return num[low];
  return num[low] < num[high] ? num[low] : num[high];
 }
 void rotate_array(int a[], int n, int pos){
  int i, from=0;
  pos = pos % n;
  if (n<=0) return;
  int tmp = a[0];
  for(int i=0, step=0; step<n && i<pos; step++){
  int to;
  if (from-pos < 0) {
  to = n-pos+from; 
  }else{
  to = from-pos;
  }
  int t ;
  t = a[to];
  a[to] = tmp; 
  tmp = t;
  from = to;
  if ( to == i ){
  i++;
  from++;
  tmp = a[from];
  }
  }
 }
 void printArray(int A[], int n) {
  printf(""{"");
  for(int i=0; i<n; i++) {
  printf(""%d, "", A[i]);
  }
  printf(""}\n"");
 }
 int main(int argc, char** argv)
 {
  int cnt=20;
  if (argc>1) {
  cnt = atoi(argv[1]);
  }
  srand(time(NULL)); 
  int expectedMin, actualMin;
  int *a = new int[cnt];
  for(int n=0; n<=cnt; n++) {
  printf(""--------------------------------------\n"");
  //generate the array with random elements
  for(int i=0; i<cnt; i++){
  a[i]=rand()%cnt;
  }
  //sort the array
  sort(a, a+cnt); 
  expectedMin = a[0];
  //printArray(a, cnt);
  int rotate_pos = random() % cnt;
  //rotate_pos=2;
  printf(""rotate=%d\n"", rotate_pos);
  rotate_array(a, cnt, rotate_pos);
  printArray(a, cnt);
  vector<int> num(a, a+cnt);
  actualMin = findMin(num);
  cout << ""findMin = "" << actualMin << "" "" << (expectedMin==actualMin ? ""passed"" : ""failed"") << endl;
  }
  delete[] a;
  return 0;
 }"
130,130,"class Solution {
 public:
  int nearestValidPoint(int x, int y, vector<vector<int>>& points) {
  int result = -1;
  int distance = INT_MAX;
  for(int i=0; i<points.size(); i++) {
  if ( x != points[i][0] && y != points[i][1] ) continue;
  int dist = abs(x - points[i][0]) + abs( y - points[i][1]);
  if ( distance > dist ){
  distance = dist;
  result = i;
  }
  }
  return result;
  }
 };"
131,131,"#include <iostream>
 #include <vector>
 using namespace std;
 /*
  * Binary search is common idea here.
  *
  * However, you need to think about two senarios:
  *
  * 1) Becasue we need check `num[mid-1]`, `num[mid]`, `num[mid+1]`, 
  * So, we need make sure there hasn't out-of-boundary issue.
  * 
  *
  *
  * 2) There are multiple Peak elements.
  *
  * For example: [1,2,1,2,1], or [ 1,2,3,1,2,1]
  *
  * LeetCode doesn't tell you what the expected result is. I guess:
  *
  * 2.1) for [1,2,1,2,1] you can return either 1 or 3, because both them are peak elements
  *
  * 2.1) for [1,2,3,2,4,2,1] it should return 4, because num[4] is the real peak. but Leetcode accept either 2 or 4
  *
  */
 int findPeakElement(const vector<int> &num) {
  int n = num.size();
  int low = 0;
  int high = n - 1;
  int mid = 0, v1, v2;
  while ( low < high ) {
  // Find the index of middle element
  mid = low + ( high - low ) / 2;
  // Compare middle element with its neighbours (if neighbours exist)
  if ( ( mid == 0 || num[mid] > num[mid-1] ) && 
  ( mid == n-1 || num[mid] > num[mid+1] ) ){
  return mid;
  }
  // If middle element is not peak and its left neighbor is greater than it
  // then left half must have a peak element
  if (mid >0 && num[mid-1] > num[mid]){
  high = mid - 1;
  // If middle element is not peak and its right neighbor is greater than it
  // then right half must have a peak element
  }else{
  low = mid + 1;
  }
  }
  return low;
 }
 void printVector(vector<int> &n) {
  cout << ""[ "";
  int i;
  for(i=0; i<n.size(); i++){
  cout << n[i] << (i==n.size()-1 ? "" ]"" : "", "");
  }
  cout << endl;
 }
 void test(int a[], int n) {
  vector<int> v(a, a+n);
  cout << ""Peak Index = "" << findPeakElement(v) << ""\t"";
  printVector(v);
 }
 #define TEST(a) test(a, sizeof(a)/sizeof(a[0]))
 int main(int argc, char**argv)
 {
  int n0[] = {1};
  TEST(n0);
  int n1[] = {1,2};
  TEST(n1);
  int n2[] = {2,1};
  TEST(n2);
  int n3[] = {1,2,3};
  TEST(n3);
  int n4[] = {3,2,1};
  TEST(n4);
  int n5[] = {1,2,3,2};
  TEST(n5);
  int n6[] = {0,1,2,9,7,5,4,2,1};
  TEST(n6);
  int n7[] = {1,2,1,2,1};
  TEST(n7);
  int n8[] = {1,2,1,2,3,1};
  TEST(n8);
  int n9[] = {1,2,3,2,4,2,1};
  TEST(n9);
  int n10[] = {1,3,1,2,1,3,1};
  TEST(n10);
  return 0;
 }"
132,132,"class Solution {
 public:
  char findTheDifference(string s, string t) {
  unordered_map<char, int> m;
  for(auto c : s) m[c]++;
  for(auto c : t) {
  m[c]--;
  if (m[c] < 0) return c;
  }
  return '\0';
  }
 };"
133,133,"class Solution {
 public:
  //
  // This problem can be transfromed to ""Linked List Cycle"" problem.
  // There are two pointers, one goes one step, another goes two steps.
  //
  // Refer to: https://en.wikipedia.org/wiki/Cycle_detection
  //
  int findDuplicate(vector<int>& nums) {
  int n = nums.size();
  int one = n;
  int two = n;
  do{
  one = nums[one-1];
  two = nums[nums[two-1]-1];
  } while(one != two); 
  //find the start point of the cycle
  one = n;
  while(one != two){
  one = nums[one-1];
  two = nums[two-1];
  }
  return one;
  }
 };"
134,134,"class Solution {
 public:
  int largestAltitude(vector<int>& gain) {
  int result = 0;
  int sum = 0;
  for (auto& n : gain) {
  sum += n;
  result = max(result, sum);
  }
  return result;
  }
 };"
135,135,"class Solution {
 public:
  int getWinner(vector<int>& arr, int k) { 
  int left=0, right=1;
  int max = arr[left] > arr[right] ? arr[left] : arr[right];
  int winner; 
  int win_times = 0;
  while( right < arr.size()) {
  //if left < right, the move the `left` to the `right`
  if ( arr[left] < arr[right] ) {
  left = right;
  }
  // move the `right` to next element
  right++;
  //record current round winner.
  int w = arr[left]; 
  if (w == winner) {
  //if winner is same, count++
  win_times++; 
  }else{
  // if winner is new number, reset the count.
  winner = w;
  win_times = 1;
  }
  // if the time of win equal K, return winner. 
  if (win_times >= k) return winner;
  // find the max element of this array, if k > arr.size() then return this
  if (max < arr[right]) max = arr[right];
  }
  return max;
  }
 };"
136,136,"class Solution {
 public:
  int findTheWinner(int n, int k) {
  vector<int> persons(n);
  for(int i=0; i<n; i++) persons[i] = i + 1;
  for(int start=0; n>1; n--){
  start = (start + k -1) % n;
  persons.erase(persons.begin() + start);
  start = start %(n-1);
  }
  return persons[0];
  }
 };"
137,137,"class Solution {
 public:
  vector<vector<int>> restoreMatrix(vector<int>& row, vector<int>& col) {
  int n = row.size();
  int m = col.size();
  if(n==0 ||m==0)
  return {};
  vector<vector<int>> res(n,vector<int>(m,0));
  priority_queue<pair<int,int>> p,q;
  for(int i=0;i<n;i++){
  p.push({row[i],i});
  }
  for(int j=0;j<m;j++){
  q.push({col[j],j});
  }
  while(!q.empty() && !p.empty()){
  auto a = p.top();
  auto b = q.top();
  p.pop();
  q.pop();
  int t = min(a.first,b.first);
  res[a.second][b.second]=t;
  a.first-=t;
  b.first-=t;
  if(a.first>0)
  p.push(a);
  if(b.first>0)
  q.push(b);
  }
  return res;
  }
 };"
