id,title,content,difficulty
393,scrambleString,"Given a string s1, we may represent it as a binary tree by partitioning it to two non-empty substrings recursively.
 Below is one possible representation of s1 = ""great"":
 great/ \gr eat/ \ / \g r e at/ \a t
 To scramble the string, we may choose any non-leaf node and swap its two children.
 For example, if we choose the node ""gr"" and swap its two children, it produces a scrambled string ""rgeat"".
 rgeat/ \rg eat/ \ / \r g e at/ \a t
 We say that ""rgeat"" is a scrambled string of ""great"".
 Similarly, if we continue to swap the children of nodes ""eat"" and ""at"", it produces a scrambled string ""rgtae"".
 rgtae/ \rg tae/ \ / \r g ta e/ \t a
 We say that ""rgtae"" is a scrambled string of ""great"".
 Given two strings s1 and s2 of the same length, determine if s2 is a scrambled string of s1.",2
394,search2DMatrix,"Write an efficient algorithm that searches for a value in an m x n matrix.This matrix has the following properties:
 Integers in each row are sorted from left to right.The first integer of each row is greater than the last integer of the previous row.
 For example,
 Consider the following matrix:
 [[1, 3, 5, 7],[10, 11, 16, 20],[23, 30, 34, 50]]
 Given target = 3, return true.",2
395,search2DMatrix.II,"Write an efficient algorithm that searches for a value in an m x n matrix. Thismatrix has the following properties:
 Integers in each row are sorted in ascending from left to right.Integers in each column are sorted in ascending from top to bottom.
 For example,
 Consider the following matrix:
 [[1, 4, 7, 11, 15],[2, 5, 8, 12, 19],[3, 6, 9, 16, 22],[10, 13, 14, 17, 24],[18, 21, 23, 26, 30]]
 Given target = 5, return true.Given target = 20, return false.",2
396,searchForRange,"Given a sorted array of integers, find the starting and ending position of a given target value.
 Your algorithm's runtime complexity must be in the order of O(log n).
 If the target is not found in the array, return [-1, -1].
 For example,Given [5, 7, 7, 8, 8, 10] and target value 8,return [3, 4].",2
397,searchInRotatedSortedArray,"Suppose a sorted array is rotated at some pivot unknown to you beforehand.
 (i.e., 0 1 2 4 5 6 7 might become 4 5 6 7 0 1 2).
 You are given a target value to search. If found in the array return its index, otherwise return -1.
 You may assume no duplicate exists in the array.",2
398,searchInRotatedSortedArray.II,"Follow up for ""Search in Rotated Sorted Array"":What if duplicates are allowed?
 Would this affect the run-time complexity? How and why?
 Write a function to determine if a given target is in the array.",1
399,searchInsertPosition,"Given a sorted array and a target value, return the index if the target is found.If not, return the index where it would be if it were inserted in order.
 You may assume no duplicates in the array.
 Here are few examples.[1,3,5,6], 5 â†’ 2[1,3,5,6], 2 â†’ 1[1,3,5,6], 7 â†’ 4[1,3,5,6], 0 â†’ 0",1
400,SeatReservationManager,"Design a system that manages the reservation state of n seats that are numbered from 1 to n.
 Implement the SeatManager class:
 SeatManager(int n) Initializes a SeatManager object that will manage n seats numbered from1 to n. All seats are initially available.int reserve() Fetches the smallest-numbered unreserved seat, reserves it, and returns itsnumber.void unreserve(int seatNumber) Unreserves the seat with the given seatNumber.
 Example 1:
 Input[""SeatManager"", ""reserve"", ""reserve"", ""unreserve"", ""reserve"", ""reserve"", ""reserve"", ""reserve"",""unreserve""][[5], [], [], [2], [], [], [], [], [5]]Output[null, 1, 2, null, 2, 3, 4, 5, null]
 ExplanationSeatManager seatManager = new SeatManager(5); // Initializes a SeatManager with 5 seats.seatManager.reserve(); // All seats are available, so return the lowest numbered seat, which is1.seatManager.reserve(); // The available seats are [2,3,4,5], so return the lowest of them, whichis 2.seatManager.unreserve(2); // Unreserve seat 2, so now the available seats are [2,3,4,5].seatManager.reserve(); // The available seats are [2,3,4,5], so return the lowest of them, whichis 2.seatManager.reserve(); // The available seats are [3,4,5], so return the lowest of them, whichis 3.seatManager.reserve(); // The available seats are [4,5], so return the lowest of them, which is4.seatManager.reserve(); // The only available seat is seat 5, so return 5.seatManager.unreserve(5); // Unreserve seat 5, so now the available seats are [5].
 Constraints:
 1 <= n <= 10^51 <= seatNumber <= nFor each call to reserve, it is guaranteed that there will be at least one unreserved seat.For each call to unreserve, it is guaranteed that seatNumber will be reserved.At most 10^5 calls in total will be made to reserve and unreserve.",1
401,SecondLargestDigitInAString,"Given an alphanumeric string s, return the second largest numerical digit that appears in s, or -1if it does not exist.
 An alphanumeric string is a string consisting of lowercase English letters and digits.
 Example 1:
 Input: s = ""dfa12321afd""Output: 2Explanation: The digits that appear in s are [1, 2, 3]. The second largest digit is 2.
 Example 2:
 Input: s = ""abc1111""Output: -1Explanation: The digits that appear in s are [1]. There is no second largest digit.
 Constraints:
 1 <= s.length <= 500s consists of only lowercase English letters and/or digits.",1
402,sentenceScreenFitting,"Given a rows x cols screen and a sentence represented by a list of words, findhow many times the given sentence can be fitted on the screen.
 Note:
 A word cannot be split into two lines.The order of words in the sentence must remain unchanged.Two consecutive words in a line must be separated by a single space.Total words in the sentence won't exceed 100.Length of each word won't exceed 10.1 â‰¤ rows, cols â‰¤ 20,000.
 
 
 Example 1:
 Input:rows = 2, cols = 8, sentence = [""hello"", ""world""]
 Output:1
 Explanation:hello---world---
 The character '-' signifies an empty space on the screen.
 
 
 Example 2:
 Input:rows = 3, cols = 6, sentence = [""a"", ""bcd"", ""e""]
 Output:2
 Explanation:a-bcd-e-a---bcd-e-
 The character '-' signifies an empty space on the screen.
 
 
 Example 3:
 Input:rows = 4, cols = 5, sentence = [""I"", ""had"", ""apple"", ""pie""]
 Output:1
 Explanation:I-hadapplepie-Ihad--
 The character '-' signifies an empty space on the screen.",2
403,SentenceSimilarity.III,"A sentence is a list of words that are separated by a single space with no leading or trailingspaces. For example, ""Hello World"", ""HELLO"", ""hello world hello world"" are all sentences. Wordsconsist of only uppercase and lowercase English letters.
 Two sentences sentence1 and sentence2 are similar if it is possible to insert an arbitrary sentence(possibly empty) inside one of these sentences such that the two sentences become equal. Forexample, sentence1 = ""Hello my name is Jane"" and sentence2 = ""Hello Jane"" can be made equal byinserting ""my name is"" between ""Hello"" and ""Jane"" in sentence2.
 Given two sentences sentence1 and sentence2, return true if sentence1 and sentence2 are similar.Otherwise, return false.
 Example 1:
 Input: sentence1 = ""My name is Haley"", sentence2 = ""My Haley""Output: trueExplanation: sentence2 can be turned to sentence1 by inserting ""name is"" between ""My"" and ""Haley"".
 Example 2:
 Input: sentence1 = ""of"", sentence2 = ""A lot of words""Output: falseExplanation: No single sentence can be inserted inside one of the sentences to make it equal to theother.
 Example 3:
 Input: sentence1 = ""Eating right now"", sentence2 = ""Eating""Output: trueExplanation: sentence2 can be turned to sentence1 by inserting ""right now"" at the end of thesentence.
 Example 4:
 Input: sentence1 = ""Luky"", sentence2 = ""Lucccky""Output: false
 Constraints:
 1 <= sentence1.length, sentence2.length <= 100sentence1 and sentence2 consist of lowercase and uppercase English letters and spaces.The words in sentence1 and sentence2 are separated by a single space.",1
404,SerializeAndDeserializeBinaryTree,"Serialization is the process of converting a data structure or object into asequence of bits so that it can be stored in a file or memory buffer, or transmittedacross a network connection link to be reconstructed later in the same or anothercomputer environment.
 Design an algorithm to serialize and deserialize a binary tree. There is norestriction on how your serialization/deserialization algorithm should work. Youjust need to ensure that a binary tree can be serialized to a string and this stringcan be deserialized to the original tree structure.
 For example, you may serialize the following tree
 1/ \2 3/ \4 5
 as ""[1,2,3,null,null,4,5]"", just the same as how LeetCode OJ serializes a binarytree. You do not necessarily need to follow this format, so please be creative andcome up with different approaches yourself.
 Note: Do not use class member/global/static variables to store states. Yourserialize and deserialize algorithms should be stateless.
 Credits:Special thanks to @Louis1992 for adding this problem and creating all testcases.",2
405,setMatrixZeroes,"Given a m x n matrix, if an element is 0, set its entire row and column to 0. Do it in place.
 click to show follow up.
 Follow up:
 Did you use extra space?A straight forward solution using O(mn) space is probably a bad idea.A simple improvement uses O(m + n) space, but still not the best solution.Could you devise a constant space solution?",1
406,ShortEncodingOfWords,"Given a list of words, we may encode it by writing a reference string S and a list of indexes A.
 For example, if the list of words is [""time"", ""me"", ""bell""], we can write it as S = ""time#bell#""and indexes = [0, 2, 5].
 Then for each index, we will recover the word by reading from the reference string from that indexuntil we reach a ""#"" character.
 What is the length of the shortest reference string S possible that encodes the given words?
 Example:
 Input: words = [""time"", ""me"", ""bell""]Output: 10Explanation: S = ""time#bell#"" and indexes = [0, 2, 5].
 Note:
 1 <= words.length <= 2000.1 <= words[i].length <= 7.Each word has only lowercase letters.",1
407,ShortestPalindrome,"Given a string S, you are allowed to convert it to a palindrome by adding characters in front of it.Find and return the shortest palindrome you can find by performing this transformation.
 For example:Given ""aacecaaa"", return ""aaacecaaa"".Given ""abcd"", return ""dcbabcd"".
 Credits:Special thanks to @ifanchu for adding this problem and creating all test cases.Thanks to @Freezen for additional test cases.",2
408,ShuffleAnArray,"Shuffle a set of numbers without duplicates.
 Example:
 // Init an array with set 1, 2, and 3.int[] nums = {1,2,3};Solution solution = new Solution(nums);
 // Shuffle the array [1,2,3] and return its result. Any permutation of [1,2,3] mustequally likely to be returned.solution.shuffle();
 // Resets the array back to its original configuration [1,2,3].solution.reset();
 // Returns the random shuffling of array [1,2,3].solution.shuffle();",1
409,ShuffleString,"Given a string s and an integer array indices of the same length.
 The string s will be shuffled such that the character at the i^th position moves to indices[i] inthe shuffled string.
 Return the shuffled string.
 Example 1:
 Input: s = ""codeleet"", indices = [4,5,6,7,0,2,1,3]Output: ""leetcode""Explanation: As shown, ""codeleet"" becomes ""leetcode"" after shuffling.
 Example 2:
 Input: s = ""abc"", indices = [0,1,2]Output: ""abc""Explanation: After shuffling, each character remains in its position.
 Example 3:
 Input: s = ""aiohn"", indices = [3,1,4,2,0]Output: ""nihao""
 Example 4:
 Input: s = ""aaiougrt"", indices = [4,0,2,6,7,3,1,5]Output: ""arigatou""
 Example 5:
 Input: s = ""art"", indices = [1,0,2]Output: ""rat""
 Constraints:
 s.length == indices.length == n1 <= n <= 100s contains only lower-case English letters.0 <= indices[i] < nAll values of indices are unique (i.e. indices is a permutation of the integers from 0 to n- 1).",1
410,ShuffleTheArray,"Given the array nums consisting of 2n elements in the form [x1,x2,...,xn,y1,y2,...,yn].
 Return the array in the form [x1,y1,x2,y2,...,xn,yn].
 Example 1:
 Input: nums = [2,5,1,3,4,7], n = 3Output: [2,3,5,4,1,7]Explanation: Since x1=2, x2=5, x3=1, y1=3, y2=4, y3=7 then the answer is [2,3,5,4,1,7].
 Example 2:
 Input: nums = [1,2,3,4,4,3,2,1], n = 4Output: [1,4,2,3,3,2,4,1]
 Example 3:
 Input: nums = [1,1,2,2], n = 2Output: [1,2,1,2]
 Constraints:
 1 <= n <= 500nums.length == 2n1 <= nums[i] <= 10^3",1
411,SignOfTheProductOfAnArray,"There is a function signFunc(x) that returns:
 1 if x is positive.-1 if x is negative.0 if x is equal to 0.
 You are given an integer array nums. Let product be the product of all values in the array nums.
 Return signFunc(product).
 Example 1:
 Input: nums = [-1,-2,-3,-4,3,2,1]Output: 1Explanation: The product of all values in the array is 144, and signFunc(144) = 1
 Example 2:
 Input: nums = [1,5,0,2,-3]Output: 0Explanation: The product of all values in the array is 0, and signFunc(0) = 0
 Example 3:
 Input: nums = [-1,1,-1,1,-1]Output: -1Explanation: The product of all values in the array is -1, and signFunc(-1) = -1
 Constraints:
 1 <= nums.length <= 1000-100 <= nums[i] <= 100",1
412,simplifyPath,"Given an absolute path for a file (Unix-style), simplify it.
 For example,path = ""/home/"", => ""/home""path = ""/a/./b/../../c/"", => ""/c""
 
 Corner Cases:
 Did you consider the case where path = ""/../""?In this case, you should return ""/"".Another corner case is the path might contain multiple slashes '/' together, such as ""/home//foo/"".In this case, you should ignore redundant slashes and return ""/home/foo"".",1
413,singleNumber,"Given an array of integers, every element appears twice except for one. Find that single one.
 Note:Your algorithm should have a linear runtime complexity. Could you implement it without using extra memory?",1
414,singleNumber.II,"Given an array of integers, every element appears three times except for one. Find that single one.
 Note:Your algorithm should have a linear runtime complexity. Could you implement it without using extra memory?",1
415,singleNumber.III,"Given an array of numbers nums, in which exactly two elements appear only once andall the other elements appear exactly twice. Find the two elements that appear onlyonce.
 For example:
 Given nums = [1, 2, 1, 3, 2, 5], return [3, 5].
 Note:
 The order of the result is not important. So in the above example, [5, 3] is alsocorrect.Your algorithm should run in linear runtime complexity. Could you implement it usingonly constant space complexity?
 Credits:Special thanks to @jianchao.li.fighter for adding this problem and creatingall test cases.",1
416,SingleThreadedCpu,"You are given nâ€‹â€‹â€‹â€‹â€‹â€‹ tasks labeled from 0 to n - 1 represented by a 2D integer array tasks, wheretasks[i] = [enqueueTimei, processingTimei] means that the i^â€‹â€‹â€‹â€‹â€‹â€‹thâ€‹â€‹â€‹â€‹ task will be available toprocess at enqueueTimei and will take processingTimei to finish processing.
 You have a single-threaded CPU that can process at most one task at a time and will act in thefollowing way:
 If the CPU is idle and there are no available tasks to process, the CPU remains idle.If the CPU is idle and there are available tasks, the CPU will choose the one with theshortest processing time. If multiple tasks have the same shortest processing time, it will choosethe task with the smallest index.Once a task is started, the CPU will process the entire task without stopping.The CPU can finish a task then start a new one instantly.
 Return the order in which the CPU will process the tasks.
 Example 1:
 Input: tasks = [[1,2],[2,4],[3,2],[4,1]]Output: [0,2,3,1]Explanation: The events go as follows:- At time = 1, task 0 is available to process. Available tasks = {0}.- Also at time = 1, the idle CPU starts processing task 0. Available tasks = {}.- At time = 2, task 1 is available to process. Available tasks = {1}.- At time = 3, task 2 is available to process. Available tasks = {1, 2}.- Also at time = 3, the CPU finishes task 0 and starts processing task 2 as it is the shortest.Available tasks = {1}.- At time = 4, task 3 is available to process. Available tasks = {1, 3}.- At time = 5, the CPU finishes task 2 and starts processing task 3 as it is the shortest.Available tasks = {1}.- At time = 6, the CPU finishes task 3 and starts processing task 1. Available tasks = {}.- At time = 10, the CPU finishes task 1 and becomes idle.
 Example 2:
 Input: tasks = [[7,10],[7,12],[7,5],[7,4],[7,2]]Output: [4,3,2,0,1]Explanation: The events go as follows:- At time = 7, all the tasks become available. Available tasks = {0,1,2,3,4}.- Also at time = 7, the idle CPU starts processing task 4. Available tasks = {0,1,2,3}.- At time = 9, the CPU finishes task 4 and starts processing task 3. Available tasks = {0,1,2}.- At time = 13, the CPU finishes task 3 and starts processing task 2. Available tasks = {0,1}.- At time = 18, the CPU finishes task 2 and starts processing task 0. Available tasks = {1}.- At time = 28, the CPU finishes task 0 and starts processing task 1. Available tasks = {}.- At time = 40, the CPU finishes task 1 and becomes idle.
 Constraints:
 tasks.length == n1 <= n <= 10^51 <= enqueueTimei, processingTimei <= 10^9",2
417,SlidingWindowMaximum,"Given an array nums, there is a sliding window of size k which is moving from thevery left of the array to the very right. You can only see the k numbers in thewindow. Each time the sliding window moves right by one position.
 For example,Given nums = [1,3,-1,-3,5,3,6,7], and k = 3.
 Window position Max--------------- -----[1 3 -1] -3 5 3 6 7 31 [3 -1 -3] 5 3 6 7 31 3 [-1 -3 5] 3 6 7 51 3 -1 [-3 5 3] 6 7 51 3 -1 -3 [5 3 6] 7 61 3 -1 -3 5 [3 6 7] 7
 Therefore, return the max sliding window as [3,3,5,5,6,7].
 Note:You may assume k is always valid, ie: 1 â‰¤ k â‰¤ input array's size for non-emptyarray.
 Follow up:Could you solve it in linear time?
 How about using a data structure such as deque (double-ended queue)?The queue size need not be the same as the windowâ€™s size.Remove redundant elements and the queue should store only elements that need to beconsidered.",2
418,SmallestStringStartingFromLeaf,"Given the root of a binary tree, each node has a value from 0 to 25 representing the letters 'a' to'z': a value of 0 represents 'a', a value of 1 represents 'b', and so on.
 Find the lexicographically smallest string that starts at a leaf of this tree and ends at the root.
 (As a reminder, any shorter prefix of a string is lexicographically smaller: for example, ""ab"" islexicographically smaller than ""aba"". A leaf of a node is a node that has no children.)
 Example 1:
 Input: [0,1,2,3,4,3,4]Output: ""dba""
 Example 2:
 Input: [25,1,3,1,3,0,2]Output: ""adz""
 Example 3:
 Input: [2,2,1,null,1,0,null,0]Output: ""abc""
 Note:
 The number of nodes in the given tree will be between 1 and 1000.Each node in the tree will have a value between 0 and 25.",1
419,SortArrayByParity,"Given an array A of non-negative integers, return an array consisting of all the even elements ofA, followed by all the odd elements of A.
 You may return any answer array that satisfies this condition.
 Example 1:
 Input: [3,1,2,4]Output: [2,4,3,1]The outputs [4,2,3,1], [2,4,1,3], and [4,2,1,3] would also be accepted.
 Note:
 1 <= A.length <= 50000 <= A[i] <= 5000",1
420,SortArrayByParity.II,"Given an array A of non-negative integers, half of the integers in A are odd, and half of theintegers are even.
 Sort the array so that whenever A[i] is odd, i is odd; and whenever A[i] is even, i is even.
 You may return any answer array that satisfies this condition.
 Example 1:
 Input: [4,2,5,7]Output: [4,5,2,7]Explanation: [4,7,2,5], [2,5,4,7], [2,7,4,5] would also have been accepted.
 Note:
 2 <= A.length <= 20000A.length % 2 == 00 <= A[i] <= 1000",1
421,sortColors,"Given an array with n objects colored red, white or blue, sort them so that objects ofthe same color are adjacent, with the colors in the order red, white and blue.
 Here, we will use the integers 0, 1, and 2 to represent the color red, white, and blue respectively.
 Note:You are not suppose to use the library's sort function for this problem.
 Follow up:> A rather straight forward solution is a two-pass algorithm using counting sort.> First, iterate the array counting number of 0's, 1's, and 2's, then overwrite arraywith total number of 0's, then 1's and followed by 2's.> Could you come up with an one-pass algorithm using only constant space?",1
422,SortingTheSentence,"A sentence is a list of words that are separated by a single space with no leading or trailingspaces. Each word consists of lowercase and uppercase English letters.
 A sentence can be shuffled by appending the 1-indexed word position to each word then rearrangingthe words in the sentence.
 For example, the sentence ""This is a sentence"" can be shuffled as ""sentence4 a3 is2 This1""or ""is2 sentence4 This1 a3"".
 Given a shuffled sentence s containing no more than 9 words, reconstruct and return the originalsentence.
 Example 1:
 Input: s = ""is2 sentence4 This1 a3""Output: ""This is a sentence""Explanation: Sort the words in s to their original positions ""This1 is2 a3 sentence4"", then removethe numbers.
 Example 2:
 Input: s = ""Myself2 Me1 I4 and3""Output: ""Me Myself and I""Explanation: Sort the words in s to their original positions ""Me1 Myself2 and3 I4"", then remove thenumbers.
 Constraints:
 2 <= s.length <= 200s consists of lowercase and uppercase English letters, spaces, and digits from 1 to 9.The number of words in s is between 1 and 9.The words in s are separated by a single space.s contains no leading or trailing spaces.",1
423,sortList,Sort a linked list in O(n log n) time using constant space complexity.,2
424,spiralMatrix,"Given a matrix of m x n elements (m rows, n columns), return all elements of the matrix in spiral order.
 For example,Given the following matrix:
 [[ 1, 2, 3 ],[ 4, 5, 6 ],[ 7, 8, 9 ]]
 You should return [1,2,3,6,9,8,7,4,5].",2
425,spiralMatrix.II,"Given an integer n, generate a square matrix filled with elements from 1 to n2 in spiral order.
 For example,Given n = 3,
 You should return the following matrix:
 [[ 1, 2, 3 ],[ 8, 9, 4 ],[ 7, 6, 5 ]]",1
426,SplitArrayLargestSum,"Given an array which consists of non-negative integers and an integer m, you cansplit the array into m non-empty continuous subarrays. Write an algorithm tominimize the largest sum among these m subarrays.
 Note:Given m satisfies the following constraint: 1 â‰¤ m â‰¤ length(nums) â‰¤ 14,000.
 Examples:
 Input:nums = [7,2,5,10,8]m = 2
 Output:18
 Explanation:There are four ways to split nums into two subarrays.The best way is to split it into [7,2,5] and [10,8],where the largest sum among the two subarrays is only 18.",1
427,SplittingAStringIntoDescendingConsecutiveValues,"You are given a string s that consists of only digits.
 Check if we can split s into two or more non-empty substrings such that the numerical values of thesubstrings are in descending order and the difference between numerical values of every twoadjacent substrings is equal to 1.
 For example, the string s = ""0090089"" can be split into [""0090"", ""089""] with numericalvalues [90,89]. The values are in descending order and adjacent values differ by 1, so this way isvalid.Another example, the string s = ""001"" can be split into [""0"", ""01""], [""00"", ""1""], or [""0"",""0"", ""1""]. However all the ways are invalid because they have numerical values [0,1], [0,1], and[0,0,1] respectively, all of which are not in descending order.
 Return true if it is possible to split sâ€‹â€‹â€‹â€‹â€‹â€‹ as described above, or false otherwise.
 A substring is a contiguous sequence of characters in a string.
 Example 1:
 Input: s = ""1234""Output: falseExplanation: There is no valid way to split s.
 Example 2:
 Input: s = ""050043""Output: trueExplanation: s can be split into [""05"", ""004"", ""3""] with numerical values [5,4,3].The values are in descending order with adjacent values differing by 1.
 Example 3:
 Input: s = ""9080701""Output: falseExplanation: There is no valid way to split s.
 Example 4:
 Input: s = ""10009998""Output: trueExplanation: s can be split into [""100"", ""099"", ""98""] with numerical values [100,99,98].The values are in descending order with adjacent values differing by 1.
 Constraints:
 1 <= s.length <= 20s only consists of digits.",1
428,sqrt,"Implement int sqrt(int x).
 Compute and return the square root of x.",1
429,SquaresOfASortedArray,"Given an array of integers A sorted in non-decreasing order, return an array of the squares of eachnumber, also in sorted non-decreasing order.
 Example 1:
 Input: [-4,-1,0,3,10]Output: [0,1,9,16,100]
 Example 2:
 Input: [-7,-3,2,3,11]Output: [4,9,9,49,121]
 Note:
 1 <= A.length <= 10000-10000 <= A[i] <= 10000A is sorted in non-decreasing order.",1
430,stringToIntegerAtoi,"Implement atoi to convert a string to an integer.
 Hint: Carefully consider all possible input cases. If you want a challenge,please do not see below and ask yourself what are the possible input cases.
 Notes:It is intended for this problem to be specified vaguely (ie, no given input specs).You are responsible to gather all the input requirements up front.
 
 Requirements for atoi:
 The function first discards as many whitespace characters as necessary until the firstnon-whitespace character is found. Then, starting from this character, takes an optionalinitial plus or minus sign followed by as many numerical digits as possible, and interpretsthem as a numerical value.
 The string can contain additional characters after those that form the integral number,which are ignored and have no effect on the behavior of this function.
 If the first sequence of non-whitespace characters in str is not a valid integral number,or if no such sequence exists because either str is empty or it contains only whitespacecharacters, no conversion is performed.
 If no valid conversion could be performed, a zero value is returned. If the correct valueis out of the range of representable values, INT_MAX (2147483647) or INT_MIN (-2147483648)is returned.",1
431,StringWithoutAAAOrBBB,"Given two integers A and B, return any string S such that:
 S has length A + B and contains exactly A 'a' letters, and exactly B 'b' letters;The substring 'aaa' does not occur in S;The substring 'bbb' does not occur in S.
 Example 1:
 Input: A = 1, B = 2Output: ""abb""Explanation: ""abb"", ""bab"" and ""bba"" are all correct answers.
 Example 2:
 Input: A = 4, B = 1Output: ""aabaa""
 Note:
 0 <= A <= 1000 <= B <= 100It is guaranteed such an S exists for the given A and B.",1
432,strStr,"Implement strStr().
 Returns a pointer to the first occurrence of needle in haystack, or null if needle is not part of haystack.",2
433,subsets,"Given a set of distinct integers, S, return all possible subsets.
 Note:
 Elements in a subset must be in non-descending order.The solution set must not contain duplicate subsets.
 For example,If S = [1,2,3], a solution is:
 [[3],[1],[2],[1,2,3],[1,3],[2,3],[1,2],[]]",2
434,subsets.II,"Given a collection of integers that might contain duplicates, S, return all possible subsets.
 Note:
 Elements in a subset must be in non-descending order.The solution set must not contain duplicate subsets.
 For example,If S = [1,2,2], a solution is:
 [[2],[1],[1,2,2],[2,2],[1,2],[]]",2
435,substringWithConcatenationOfAllWords,"You are given a string, S, and a list of words, L, that are all of the same length.Find all starting indices of substring(s) in S that is a concatenation of each wordin L exactly once and without any intervening characters.
 For example, given:S: ""barfoothefoobarman""L: [""foo"", ""bar""]
 You should return the indices: [0,9].(order does not matter).",2
436,sudokuSolver,"Write a program to solve a Sudoku puzzle by filling the empty cells.
 Empty cells are indicated by the character '.'.
 You may assume that there will be only one unique solution.
 A sudoku puzzle...
 ...and its solution numbers marked in red.",2
437,SummaryRanges,"Given a sorted integer array without duplicates, return the summary of its ranges.
 For example, given [0,1,2,4,5,7], return [""0->2"",""4->5"",""7""].
 Credits:Special thanks to @jianchao.li.fighter for adding this problem and creating all test cases.",1
438,SumOfBeautyOfAllSubstrings,"The beauty of a string is the difference in frequencies between the most frequent and leastfrequent characters.
 For example, the beauty of ""abaacc"" is 3 - 1 = 2.
 Given a string s, return the sum of beauty of all of its substrings.
 Example 1:
 Input: s = ""aabcb""Output: 5Explanation: The substrings with non-zero beauty are [""aab"",""aabc"",""aabcb"",""abcb"",""bcb""], each withbeauty equal to 1.
 Example 2:
 Input: s = ""aabcbaa""Output: 17
 Constraints:
 1 <= s.length <= 500s consists of only lowercase English letters.",1
439,SumOfDigitsInBaseK,"Given an integer n (in base 10) and a base k, return the sum of the digits of n after converting nfrom base 10 to base k.
 After converting, each digit should be interpreted as a base 10 number, and the sum should bereturned in base 10.
 Example 1:
 Input: n = 34, k = 6Output: 9Explanation: 34 (base 10) expressed in base 6 is 54. 5 + 4 = 9.
 Example 2:
 Input: n = 10, k = 10Output: 1Explanation: n is already in base 10. 1 + 0 = 1.
 Constraints:
 1 <= n <= 1002 <= k <= 10",1
440,SumOfEvenNumbersAfterQueries,"We have an array A of integers, and an array queries of queries.
 For the i-th query val = queries[i][0], index = queries[i][1], we add val to A[index]. Then, theanswer to the i-th query is the sum of the even values of A.
 (Here, the given index = queries[i][1] is a 0-based index, and each query permanently modifies thearray A.)
 Return the answer to all queries. Your answer array should have answer[i] as the answer to thei-th query.
 Example 1:
 Input: A = [1,2,3,4], queries = [[1,0],[-3,1],[-4,0],[2,3]]Output: [8,6,2,4]Explanation:At the beginning, the array is [1,2,3,4].After adding 1 to A[0], the array is [2,2,3,4], and the sum of even values is 2 + 2 + 4 = 8.After adding -3 to A[1], the array is [2,-1,3,4], and the sum of even values is 2 + 4 = 6.After adding -4 to A[0], the array is [-2,-1,3,4], and the sum of even values is -2 + 4 = 2.After adding 2 to A[3], the array is [-2,-1,3,6], and the sum of even values is -2 + 6 = 4.
 Note:
 1 <= A.length <= 10000-10000 <= A[i] <= 100001 <= queries.length <= 10000-10000 <= queries[i][0] <= 100000 <= queries[i][1] < A.length",1
441,SumOfFlooredPairs,"Given an integer array nums, return the sum of floor(nums[i] / nums[j]) for all pairs of indices 0<= i, j < nums.length in the array. Since the answer may be too large, return it modulo 10^9 + 7.
 The floor() function returns the integer part of the division.
 Example 1:
 Input: nums = [2,5,9]Output: 10Explanation:floor(2 / 5) = floor(2 / 9) = floor(5 / 9) = 0floor(2 / 2) = floor(5 / 5) = floor(9 / 9) = 1floor(5 / 2) = 2floor(9 / 2) = 4floor(9 / 5) = 1We calculate the floor of the division for every pair of indices in the array then sum them up.
 Example 2:
 Input: nums = [7,7,7,7,7,7,7]Output: 49
 Constraints:
 1 <= nums.length <= 10^51 <= nums[i] <= 10^5",1
442,SumOfLeftLeaves,"Find the sum of all left leaves in a given binary tree.
 Example:
 3/ \9 20/ \15 7
 There are two left leaves in the binary tree, with values 9 and 15 respectively.Return 24.",1
443,SumOfTwoIntegers,"Calculate the sum of two integers a and b, but you are not allowed to use theoperator + and -.
 Example:Given a = 1 and b = 2, return 3.
 
 Credits:Special thanks to @fujiaozhu for adding this problem and creating all testcases.",1
444,SumOfUniqueElements,"You are given an integer array nums. The unique elements of an array are the elements that appearexactly once in the array.
 Return the sum of all the unique elements of nums.
 Example 1:
 Input: nums = [1,2,3,2]Output: 4Explanation: The unique elements are [1,3], and the sum is 4.
 Example 2:
 Input: nums = [1,1,1,1,1]Output: 0Explanation: There are no unique elements, and the sum is 0.
 Example 3:
 Input: nums = [1,2,3,4,5]Output: 15Explanation: The unique elements are [1,2,3,4,5], and the sum is 15.
 Constraints:
 1 <= nums.length <= 1001 <= nums[i] <= 100",1
445,sumRootToLeafNumber,"Given a binary tree containing digits from 0-9 only, each root-to-leaf path could represent a number.An example is the root-to-leaf path 1->2->3 which represents the number 123.
 Find the total sum of all root-to-leaf numbers.
 For example,
 1/ \2 3
 The root-to-leaf path 1->2 represents the number 12.The root-to-leaf path 1->3 represents the number 13.
 Return the sum = 12 + 13 = 25.",1
446,SuperUglyNumber,"Write a program to find the nth super ugly number.
 Super ugly numbers are positive numbers whose all prime factors are in the givenprime listprimes of size k. For example, [1, 2, 4, 7, 8, 13, 14, 16, 19, 26, 28, 32]is the sequence of the first 12 super ugly numbers given primes= [2, 7, 13, 19] of size 4.
 Note:(1) 1 is a super ugly number for any given primes.(2) The given numbers in primes are in ascending order.(3) 0 k â‰¤ 100, 0 n â‰¤ 106, 0 primes[i]
 Credits:Special thanks to @dietpepsi for adding this problem and creating all testcases.",1
